ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0.5321676073624289,0.3829294445117776,0.036122352688531145,-0.8300851624714923,2.1456050876112864,0.9696774370000201,0.5745947756855492,-0.3936256687025315,-0.17265565472642339
-0.7354327447712102,0.958079317356593,-1.0555126747907175,0.8856886147659213,1.6916819341225267,-1.5152638948495096,-2.2171288352415326,-1.6469673792347501,-0.4887361119285353
0.974375535239791,1.004625420258969,0.8159299383145867,-0.6148260796640815,-0.018368397384067117,-0.8153531626721908,0.08474921234519336,-0.3793813742613409,0.5684998945226376
-0.2327576477702477,0.6889269193588713,-0.015060524943546824,0.029038096803867503,-0.018368397384067117,-0.6718165765054294,0.7885848900430599,0.5000083453872994,-0.08479773369321451
-0.4023465454786616,0.18438636885165488,-0.5754893322403468,-0.6003715448153055,-0.20322460822319047,0.7037592534792677,0.6983184873857673,-1.3196406644011838,-0.5483063116052709
0.47391119112758767,-0.4328929565448894,-0.11857235699773866,1.13227242547282,1.4022208321969352,0.7958057634853832,-1.6767773435291518,-0.5578702906463556,-0.558084302251955
-0.21122382608459306,-1.313519420980309,-0.7584058793201921,-0.677355296659138,0.2687792812894782,2.1740435885963536,0.8790031381076479,-0.6723104488727493,-1.2447041419448668
-0.1349686547550412,0.4412500753968747,-0.90211980470694,0.08010399396095837,-0.4889240623885652,1.825410643347352,0.5196486162175019,0.2735177501062841,0.17730507371360701
-0.03095453471407765,0.7092479943300554,1.059341364184745,-0.22780263824964667,-2.012888837441584,-0.052270616637407404,0.597265823969976,0.2889754638934151,-2.367016034855272
-0.03095453471407765,-1.0804887644185237,0.8548812725672694,-0.06026735733166741,0.48211445806820397,-0.6372681554677426,1.697945843892969,1.3231728271334522,-0.6154226792248254
-0.03095453471407765,1.1756425537783102,0.6086995321961612,0.11522814829211046,-0.9186953254460186,0.8175568347662847,0.5396098518310742,-0.5156291055041601,-1.0076917120626132
-0.49693363599751994,-0.4823559120647681,-0.5267872794456411,-0.42422226360916504,0.9809853529768592,-0.18431008707288565,-0.8306878896137178,0.012886348677060197,0.7486231260028882
1.1262647613343661,-2.550430080838726,0.17735684777081212,1.0544911628804807,-0.01970196931583157,-1.360218202428641,0.7057181005382224,-0.884925610272461,-1.4043340145912788
-0.03095453471407765,0.59994765309055,0.3909959983234793,-0.8713282846774183,-1.9491817702253305,0.04050721505772356,-0.7514536758643603,0.3093829448168746,-1.0920406983073332
0.8608822111648408,0.005129665055035548,-0.3400921896236806,0.15468667442125775,0.2660319937198159,-0.470758891902928,-0.03999456407550646,0.44132949228115104,1.9289415475977278
-0.19527015240424753,0.05403443252175378,1.6261278860284267,-0.045231914087325346,-0.018368397384067117,0.5610622487163885,-1.0505999516960505,-0.51894877006817,-0.518355875623432
